code_id,code
458,"def _download_repodata(self, checked_repos):
        
        self._files_downloaded = []
        self._repodata_files = []
        self.__counter = -1

        if checked_repos:
            for repo in checked_repos:
                path = self._repo_url_to_path(repo)
                self._files_downloaded.append(path)
                self._repodata_files.append(path)
                worker = self.download_async(repo, path)
                worker.url = repo
                worker.path = path
                worker.sig_finished.connect(self._repodata_downloaded)
        else:
            
            
            path = self._get_repodata_from_meta()
            self._repodata_files = [path]
            self._repodata_downloaded()"
459,"def create(self, create_missing=None):
        
        return HostGroup(
            self._server_config,
            id=self.create_json(create_missing)[],
        ).read()"
460,"def end_date(self) -> Optional[datetime.date]:
        
        if not self.intervals:
            return None
        return self.end_datetime().date()"
461,"def removeComments(element):
    
    global _num_bytes_saved_in_comments
    num = 0

    if isinstance(element, xml.dom.minidom.Comment):
        _num_bytes_saved_in_comments += len(element.data)
        element.parentNode.removeChild(element)
        num += 1
    else:
        for subelement in element.childNodes[:]:
            num += removeComments(subelement)

    return num"
462,"def fs_r_sup(self, DF, N=None):
		
		if not hasattr(self, ):
			self.fs_c(N=self.rank)  

		if N and (not isinstance(N, int) or N <= 0):
			raise ValueError(""ncols should be a positive integer."")
		s = -sqrt(self.E) if self.cor else self.s
		N = min(N, self.rank) if N else self.rank
		S_inv = diagsvd(-1/s[:N], len(self.G.T), N)
		
		return _mul(DF.div(DF.sum(axis=1), axis=0), self.G, S_inv)[:, :N]"
463,"def get_drive(self, drive_id):
        
        if not drive_id:
            return None

        url = self.build_url(
            self._endpoints.get().format(id=drive_id))

        response = self.con.get(url)
        if not response:
            return None

        drive = response.json()

        
        return self.drive_constructor(con=self.con, protocol=self.protocol,
                                      main_resource=self.main_resource,
                                      **{self._cloud_data_key: drive})"
464,"def _make_x_title(self):
        
        y = (self.height - self.margin_box.bottom + self._x_labels_height)
        if self._x_title:
            for i, title_line in enumerate(self._x_title, 1):
                text = self.svg.node(
                    self.nodes[],
                    ,
                    class_=,
                    x=self.margin_box.left + self.view.width / 2,
                    y=y + i * (self.style.title_font_size + self.spacing)
                )
                text.text = title_line"
465,"def connection_made(self):
        
        assert self.state == BGP_FSM_CONNECT
        
        open_msg = self._peer.create_open_msg()
        self._holdtime = open_msg.hold_time
        self.state = BGP_FSM_OPEN_SENT
        if not self.is_reactive:
            self._peer.state.bgp_state = self.state
        self.sent_open_msg = open_msg
        self.send(open_msg)
        self._peer.connection_made()"
466,"def print_version():
    
    latest, current = get_versions()
    if latest is None:
        safeprint(
            (""Installed Version: {0}\n"" ""Failed to lookup latest version."").format(
                current
            )
        )
    else:
        safeprint(
            (""Installed Version: {0}\n"" ""Latest Version:    {1}\n"" ""\n{2}"").format(
                current,
                latest,
                ""You are running the latest version of the Globus CLI""
                if current == latest
                else (
                    ""You should update your version of the Globus CLI with\n""
                    ""  globus update""
                )
                if current < latest
                else ""You are running a preview version of the Globus CLI"",
            )
        )

    
    
    if is_verbose():
        moddata = _get_package_data()

        safeprint(""\nVerbose Data\n---"")

        safeprint(""platform:"")
        safeprint(""  platform: {}"".format(platform.platform()))
        safeprint(""  py_implementation: {}"".format(platform.python_implementation()))
        safeprint(""  py_version: {}"".format(platform.python_version()))
        safeprint(""  sys.executable: {}"".format(sys.executable))
        safeprint(""  site.USER_BASE: {}"".format(site.USER_BASE))

        safeprint(""modules:"")
        for mod, modversion, modfile, modpath in moddata:
            safeprint(""  {}:"".format(mod))
            safeprint(""    __version__: {}"".format(modversion))
            safeprint(""    __file__: {}"".format(modfile))
            safeprint(""    __path__: {}"".format(modpath))"
467,"def _save_model(self, section):
        
        checkpoint_name = self.flags[] +  % section + 
        save_path = self.saver.save(self.sess, checkpoint_name)
        print(""Model saved in file: %s"" % save_path)"
468,"def generate_report(book_url):
    
    with piecash.open_book(book_url, readonly=True, open_if_lock=True) as book:
        accounts = [acc.fullname for acc in book.accounts]

        return f"
469,"def create_network_configuration_files(self, file_path, guest_networks,
                                           first, active=False):
        
        cfg_files = []
        cmd_strings = 
        network_config_file_name = self._get_network_file()
        network_cfg_str = 
        network_cfg_str += 
        net_enable_cmd = 
        if first:
            clean_cmd = self._get_clean_command()
        else:
            clean_cmd = 
            network_cfg_str = 

        for network in guest_networks:
            base_vdev = network[].lower()
            network_hw_config_fname = self._get_device_filename(base_vdev)
            network_hw_config_str = self._get_network_hw_config_str(base_vdev)
            cfg_files.append((network_hw_config_fname, network_hw_config_str))
            (cfg_str, dns_str) = self._generate_network_configuration(network,
                                    base_vdev)
            LOG.debug(, cfg_str)
            network_cfg_str += cfg_str
            if len(dns_str) > 0:
                network_cfg_str += dns_str
        if first:
            cfg_files.append((network_config_file_name, network_cfg_str))
        else:
            cmd_strings = ( % (network_cfg_str,
                                                 network_config_file_name))
        return cfg_files, cmd_strings, clean_cmd, net_enable_cmd"
470,"def set_auth_service(self, auth_service: BaseAuthService):
        
        if issubclass(auth_service.__class__, BaseAuthService):
            self.auth_service = auth_service
            return self
        else:
            raise TypeError(""Your auth service object must be a subclass of rinzler.auth.BaseAuthService."")"
471,"def __execute_undef(self, instr):
        
        op2_val = random.randint(0, instr.operands[2].size)

        self.write_operand(instr.operands[2], op2_val)

        return None"
472,"def _display_controls(self):
        

        def print_command(char, info):
            char += "" "" * (10 - len(char))
            print(""{}\t{}"".format(char, info))

        print("""")
        print_command(""Keys"", ""Command"")
        print_command(""q"", ""reset simulation"")
        print_command(""spacebar"", ""toggle gripper (open/close)"")
        print_command(""w-a-s-d"", ""move arm horizontally in x-y plane"")
        print_command(""r-f"", ""move arm vertically"")
        print_command(""z-x"", ""rotate arm about x-axis"")
        print_command(""t-g"", ""rotate arm about y-axis"")
        print_command(""c-v"", ""rotate arm about z-axis"")
        print_command(""ESC"", ""quit"")
        print("""")"
473,"def find_partial_link_text(self, partial_link_text,
                               timeout=settings.LARGE_TIMEOUT):
        
        if self.timeout_multiplier and timeout == settings.LARGE_TIMEOUT:
            timeout = self.__get_new_timeout(timeout)
        return self.wait_for_partial_link_text(
            partial_link_text, timeout=timeout)"
474,"def due(self):
        
        invoice_charges = Charge.objects.filter(invoice=self)
        invoice_transactions = Transaction.successful.filter(invoice=self)
        return total_amount(invoice_charges) - total_amount(invoice_transactions)"
475,"def Geometric(p, tag=None):
    
    assert (
        0 < p < 1
    ), 
    return uv(ss.geom(p), tag=tag)"
